FamilyName1,FamilyName2,CommonName,AlsoKnownAs,ScientificName,MinSize,MaxSize,AdditionalSizeInfo,PossessionLimit,AdditionalPossessionInfo,SpeciesLimit,SpeciesName,GroupLimit,GroupName,ClosedSeasonDate,AdditionalClosedSeasonInfo,MisIdentified,,Description,AverageGrowth,MaximumGrowth,Distribution,AdditionalInformation,Image1,Caption1,Image2,Caption2,Image3,Caption3
Cods and groupers,N/A,Goldspotted rockcod (estuary),"Blackspotted rockcod
Greasy cod","Epinephelus coioides
",38,120,N/A,N/A,N/A,5,combined limit for all cods and groupers,N/A,N/A,N/A,N/A,N/A,,"tan back, shading to whitish belly
numerous small brownish orange to reddish brown spots on head, body, and median fins (spots turn brown on exposure to air and become fainter in preservative)
five faint, irregular, oblique, dark bars that split into two on the belly; first dark bar below anterior dorsal fin spines, last bar on caudal peduncle
fins have small brownish orange to reddish brown spots extending onto fin membranes",40,140,"all Queensland inshore coastal waters
estuaries
offshore, to a depth of 100 m
",N/A,http://app.fisheries.qld.gov.au/images/goldspotted-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Greasy rockcod,N/A,"Epinephelus tauvina
",38,100,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"body and fins covered in dark brown to red orange spots with edges lighter in colour than the centres
large dark blotch in the centre back over the base of the last four dorsal spines",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/greasy-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/greasy-rockcod-subadult.jpg,Subadult,N/A,N/A
Cods and groupers,N/A,Hapuku,N/A,"Polyprion oxygeneios
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"grey with a distinctive bony ridge running horizontally along the upper edge of the gill cover ending in a blunt spine
body is narrow for its length
pointed snout
lower jaw protrudes well forward of the upper jaw",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/hapuku.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Hexagon rockcod,N/A,"Epinephelus hexagonatus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"white netting pattern covers body, face and fins, including pectoral fin
small, white triangular dots accentuate the white netting pattern
four to six dark saddle blotches mark the back
large, brownish spot behind eyes",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/hexagon-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Leopard rockcod,N/A,"Cephalopholis leopardus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"similar to flagtail rockcod
saddle patch on the base of the tail
spot on the upper edge of the gill cover sometimes extends to form a blotch towards the eyes
spots cover lower jaw",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/leopard-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Longfin rockcod,N/A,"Epinephelus quoyanus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"unusually long pectoral fin
wire netting pattern is less distinct over face
no spots on pectoral fins
tail fin carries a black outer patch on the lower edge
bands or bars on chest and throat",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/longfin-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/longfin-rockcod-underwater.jpg,N/A,N/A,N/A
Cods and groupers,N/A,Maori cod,N/A,"Epinephelus undulatostriatus
",45,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"reddish brown, wavy lines arranged in intricate patterns over the body
soft dorsal, anal and tail fins are edged with yellow
yellow streak above top lip",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/maori-cod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Peacock rockcod,N/A,"Cephalopholis argus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"can change colour quickly
identified by the triangular pale patch at the base of the pectoral fins
bright blue to purple, dark rimmed spots cover the body and fins
five to six pale bars on the hindquarters",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/peacock-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/peacock-rockcod-underwater.jpg,N/A,N/A,N/A
Cods and groupers,N/A,Potato rockcod,N/A,"Epinephelus tukula
",N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"when caught fish assumes identical markings to the Queensland groper and the stark white colouration darkens
pattern of dark spots on lighter background may still be seen on closer examination",N/A,N/A,N/A,"If accidentally caught,  immediately and carefully return the fish to the water",http://app.fisheries.qld.gov.au/images/potato-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/potato-rockcod-juvenile.jpg,Juvenile,N/A,N/A
Cods and groupers,N/A,Queensland groper,Queensland grouper,"Epinephelus lanceolatus
",N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"most large specimens are evenly mottled brown with dark spots on the edges of their soft fins
juveniles bear striking black and yellow bars",N/A,N/A,N/A,"If accidentally caught,  immediately and carefully return the fish to the water",http://app.fisheries.qld.gov.au/images/queensland-groper.jpg,N/A,http://app.fisheries.qld.gov.au/images/queensland-groper-young-adult.jpg,Young adult,N/A,N/A
Cods and groupers,N/A,Redmouth rockcod,N/A,"Aethaloperca rogaa
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"heavy bodied, dark brown to black
sometimes has indistinct orange markings
juveniles have white edges on soft dorsal, anal and tail fins
inside the mouth is pink to crimson in colour",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/redmouth-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/redmouth-rockcod-juvenile.jpg,Juvenile,N/A,N/A
Cods and groupers,N/A,Six bar rockcod,N/A,"Epinephelus sexfasciatus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"pale brown grey body
six dark bars   four on the body, one on the base of the tail and one on the nape
spots on soft dorsal, anal and tail fins",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/six-bar-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Six spot rockcod,N/A,"Cephalopholis sexmaculata
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"deep red fish
blue freckling over the head, body and fins
six black saddle bars are obvious along the back",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/six-spot-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Snubnose rockcod,N/A,"Epinephelus macrospilos
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"closely spaced spots over body create an obvious wire netting pattern of white lines
spots over chest and belly
blunt angular face",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/snubnose-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Speckled grouper,N/A,"Epinephelus magniscuttis
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"pale brown body covered with small dark brown or greyish green spots scattered on the body and dorsal and caudal fins
no spots below pectoral fin
juveniles have six or seven dark horizontal lines along the body that disappear with age",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/speckled-grouper.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Speckled-fin rockcod,N/A,"Epinephelus ongus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"brownish black with profuse blue white or yellowish speckling on head, body and most of the fins
black streak near mouth",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/speckled-fin-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/speckled-fin-rockcod-juvenile.jpg,Juvenile,N/A,N/A
Cods and groupers,N/A,Strawberry rockcod,N/A,Cephalopholis spiloparaea,38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"small, bright red deepwater fish
red brown blotches along back
pale blue edges on the tail",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/strawberry-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Thinspine rockcod,N/A,"Gracila albomarginata
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"large, blue white square on the sides
thin, oblique blue stripes across face on each side of eye
short, vertical pale bars on sides of the body",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/thinspine-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Tomato rockcod,N/A,"Cephalopholis sonnerati
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"deep bodied fish
varies from bright red to pale brown
red to red brown spots more distinct over face, head and upper front body
large darker spot may be present on upper gill cover",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/tomato-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Cods and groupers,N/A,Trout cod,N/A,"Epinephelus maculatus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"honeycombed pattern of spots all over body
most have pale saddle blotches at start of spiny dorsal fin and between spiny and soft dorsal fin which fade with age",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/trout-cod.jpg,N/A,http://app.fisheries.qld.gov.au/images/trout-cod-underwater.jpg,N/A,N/A,N/A
Cods and groupers,N/A,White-lined rockcod,N/A,"Anyperodon leucogrammicus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"distinctive white lines run horizontally along the body from the snout to the tail
lines may fade in larger fish
orange gold spots cover the body and dorsal fin of adults",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/white-lined-rockcod.jpg,N/A,http://app.fisheries.qld.gov.au/images/white-lined-rockcod-juvenile.jpg,Juvenile,N/A,N/A
Cods and groupers,N/A,White-spotted rockcod,N/A,"Epinephelus caeruleopunctatus
",38,N/A,N/A,N/A,N/A,5,combined limit for all cods and groupers,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"scattered white spots and blotches over head, body and dorsal fin   none on remaining fins",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/white-spotted-rockcod.jpg,N/A,N/A,N/A,N/A,N/A
Coral trout,N/A,Barred-cheek coral trout,N/A,"Plectropomus maculatus
",38,N/A,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,horizontal elongated spots to the head distinguish this species from common coral trout and Chinese footballer,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/barred-cheek-coral-trout.jpg,N/A,http://app.fisheries.qld.gov.au/images/barred-cheek-coral-trout-2.jpg,N/A,http://app.fisheries.qld.gov.au/images/barred-cheek-coral-trout-3.jpg,N/A
Coral trout,N/A,Blue spotted coral trout,Chinese footballer,"Plectropomus laevis
",50,80,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"generally has larger dots than common coral trout
regardless of colour, pectoral fins are opaque (transparent in all other species)",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/blue-spotted-coral-trout.jpg,N/A,N/A,N/A,N/A,N/A
Coral trout,N/A,Common coral trout,Leopard trout,"Plectropomus leopardus
",38,N/A,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"covered in a profusion of small blue dots over body and all fins except pectoral fins
transparent pectoral fins
distinctive blue ring around the eye",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/common-coral-trout.jpg,N/A,N/A,N/A,N/A,N/A
Coral trout,N/A,Coronation trout,N/A,"Variola louti
",38,N/A,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"lunate tail
trailing edges on anal and dorsal fins
yellow margins on pectoral, anal, dorsal and tail fins",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/coronation-trout.jpg,N/A,http://app.fisheries.qld.gov.au/images/coronation-trout-juvenile.jpg,Juvenile,N/A,N/A
Coral trout,N/A,Highfin coral trout,N/A,"Plectropomus oligacanthus 
",38,N/A,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"blue lines and short bars cover the body and fins except for the rear and base of the tail where there are spots
distinctive pattern",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/highfin-coral-trout.jpg,N/A,N/A,N/A,N/A,N/A
Coral trout,N/A,Lyretail trout,N/A,"Variola albimarginata
",38,N/A,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"similar to coronation trout
narrow white margin on lunate tail",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/lyretail-trout.jpg,N/A,http://app.fisheries.qld.gov.au/images/lyretail-trout-juvenile.jpg,Juvenile,N/A,N/A
Coral trout,N/A,Squaretail coral trout,Passionfruit trout,"Plectropomus areolatus
",38,N/A,N/A,N/A,N/A,7,combined limit for all coral trout species,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"large and dark rimmed spots cover entire body including underbelly and lower jaw, dorsal, anal and tail fins
tail is distinctly truncate",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/squaretail-coral-trout.jpg,N/A,N/A,N/A,N/A,N/A
Eels,N/A,Longfin eel,N/A,"Anguilla reinhardtii
",30,N/A,N/A,N/A,N/A,10,combined limit for all eel species,N/A,N/A,N/A,N/A,other eel species,,"snake like body with a small head, jaws reaching well past the eye 
distinctive dark blotching on an olive or brownish background
",60,150,"lakes and swamps on the entire east coast of Australia
flowing freshwater streams
",N/A,http://app.fisheries.qld.gov.au/images/longfin-eel.jpg,N/A,N/A,N/A,N/A,N/A
Eels,N/A,Pacific shortfin eel,South Pacific eel,"Anguilla obscura
",30,N/A,N/A,N/A,N/A,10,combined limit for all eel species,N/A,N/A,N/A,N/A,other eel species,,"snake like body with a small head, jaws reaching well past the eye
uniform silver or yellowish to dark brown, becoming paler
",60,110,"north-eastern Australian coastal drainages, from Cape york to Mackay
coastal lagoons and the lower reaches of rivers
",N/A,http://app.fisheries.qld.gov.au/images/pacific-shortfin-eel.jpg,N/A,N/A,N/A,N/A,N/A
Eels,N/A,Southern shortfin eel,N/A,"Anguilla australis
",30,N/A,N/A,N/A,N/A,10,combined limit for all eel species,N/A,N/A,N/A,N/A,other eel species,,"snake like body with a small head, jaws reaching below the rear of the eye or beyond
golden to olive green overall, becoming paler towards the belly, with greenish fins
",50,90,only found in south east Queensland,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emperors and sweetlips,N/A,Big-eye bream,N/A,"Monotaxis grandoculis
",25,N/A,N/A,5,N/A,N/A,N/A,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"large eyes for feeding at night
distinct scales and strong spines on their fins
blunt face with large eyes
red tips on dorsal fin, reddish pectoral fins with a dark base
may have yellow lips
juveniles and small adults have large black saddles which fade with size",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/big-eye-bream.jpg,N/A,http://app.fisheries.qld.gov.au/images/big-eye-bream-young-adult.jpg,Young adult,N/A,N/A
Emperors and sweetlips,N/A,Collared sea bream,N/A,"Gymnocranius audleyi
",25,N/A,N/A,5,N/A,N/A,N/A,20,combined limit for all coral reef fin fish,"21 October to 25 October

19 November to 23 November",coral reef fin fish closure,N/A,,"large eyes for feeding at night
distinct scales and strong spines on their fins
large dark blotch surrounded by pale bars on nape
face may have a dark bar running through eye to cheek
freshly caught fish may have dark blotches on body",N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/collared-sea-bream.jpg,N/A,N/A,N/A,N/A,N/A
